Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
Lori Jackson,3417b30a-b7f2-43e2-b4e0-1331ab39c4d8,East Katelyn Gym,Google,2024-02-28,Classes are fun and motivating. Atmosphere is motivating and energetic. Can get crowded during peak hours.,3
Alex Hooper,2074a66b-fe19-4aa5-848c-bfa6ec9e1626,Allenmouth Gym,Google,2022-09-20,Locker rooms could be cleaner. Parking is limited but manageable.,1
Christopher Hernandez,db9b5294-5c60-4fdd-8903-8162b833e5a7,East Ruben Gym,Google,2023-07-01,Good variety of machines and weights. Locker rooms could be cleaner.,4
Renee Nichols,1aad2303-1b2e-41b1-811a-b66ff88e11f2,North Stephanie Gym,Google,2022-05-19,Good variety of machines and weights. Classes are fun and motivating. Locker rooms could be cleaner.,1
Tyler Elliott,46b8b0e4-dbf2-4d2f-8d68-da740e44585f,Johnport Gym,Google,2023-07-21,Locker rooms could be cleaner. Classes are fun and motivating.,4
Melanie Kim,03404794-a535-43dc-97cf-0e28fac37b0f,Callahanmouth Gym,Google,2023-08-07,Good variety of machines and weights. Atmosphere is motivating and energetic.,3
James Kline,a00787df-9064-4138-ba01-11826a23e2f1,Port Debra Gym,Google,2024-02-10,Some machines were broken during my visit. Staff are very friendly and helpful.,3
Teresa Bush,166cacb0-75d5-4ed4-9c0d-b4a11b028aec,Kimville Gym,Google,2023-06-19,Some machines were broken during my visit. Great equipment and clean facilities.,1
Rachel Shah,e4357895-6b41-4c3c-af4d-a6bd9e22e588,Scottmouth Gym,Google,2023-11-19,Some machines were broken during my visit. Classes are fun and motivating. Good variety of machines and weights. Atmosphere is motivating and energetic.,1
Kaitlyn Burton,6d23d5cf-d65e-41a6-803d-7bae74cb4e22,Matthewton Gym,Google,2022-06-05,Parking is limited but manageable. Staff are very friendly and helpful. Some machines were broken during my visit. Easy to book classes online.,3
Christopher Collins,d20af778-13db-4e3a-8bca-c907bb2162fb,Cookchester Gym,Google,2023-04-25,Classes are fun and motivating. Can get crowded during peak hours. Great equipment and clean facilities.,1
Ana Edwards,8d07d7d8-8870-44cc-a10c-b03b6455a49c,Manntown Gym,Google,2024-02-28,Some machines were broken during my visit. Classes are fun and motivating.,4
Lisa Jordan DVM,1b7376a9-f2fe-4127-a27a-3db42e470ef0,South Steven Gym,Google,2022-11-09,Some machines were broken during my visit. Staff are very friendly and helpful.,2
Danielle Miller,020a2bad-e009-4bfe-b2de-87270cc088fe,Carlosport Gym,Google,2022-10-30,Parking is limited but manageable. Staff are very friendly and helpful. Easy to book classes online. Classes are fun and motivating.,3
Edward Smith,c478fbd7-c717-4613-911f-780ee330c56c,North Michaelhaven Gym,Google,2024-01-30,Great equipment and clean facilities. Atmosphere is motivating and energetic. Parking is limited but manageable.,2
Mark Russell,005286de-b224-4254-b0a3-83cea9d6439c,Jenniferville Gym,Google,2023-06-07,Locker rooms could be cleaner. Staff are very friendly and helpful.,3
Brandon Lynch,be6f1c2a-4a0f-44aa-b6fe-12af82730e02,Conleyburgh Gym,Google,2023-10-30,Great equipment and clean facilities. Atmosphere is motivating and energetic.,3
Luke Estrada,f1c2735a-6bf7-488e-8ccc-26c6aabdb6c4,Jennifershire Gym,Google,2022-07-10,Locker rooms could be cleaner. Easy to book classes online. Good variety of machines and weights.,2
Mr. Derek Green MD,da0a5fc4-e94b-45a2-a307-c249cdddda5e,New Christopherchester Gym,Google,2022-11-17,Parking is limited but manageable. Atmosphere is motivating and energetic. Some machines were broken during my visit.,4
Cassandra Rogers,f26b89b5-11d3-4d35-ba52-c8d2b7db947e,Kaylaport Gym,Google,2023-02-26,Atmosphere is motivating and energetic. Classes are fun and motivating. Good variety of machines and weights. Great equipment and clean facilities.,4
Vickie Pratt,0325f256-491d-49cb-9f19-0a030d6790c1,Albertshire Gym,Google,2023-07-17,Parking is limited but manageable. Easy to book classes online. Locker rooms could be cleaner.,1
Katherine Copeland,f2c69df0-18c9-4aee-9c29-162b75017221,Port Justin Gym,Google,2023-08-28,Easy to book classes online. Some machines were broken during my visit. Parking is limited but manageable.,2
Kristy Wyatt,c7780ded-8b81-42d4-bc7b-33b6570b40cd,Garytown Gym,Google,2023-09-12,Easy to book classes online. Classes are fun and motivating. Staff are very friendly and helpful. Great equipment and clean facilities.,2
Edward Anderson,86a3a346-b87a-4092-9644-1b1bff2b11db,New Susanhaven Gym,Google,2023-12-22,Classes are fun and motivating. Locker rooms could be cleaner. Some machines were broken during my visit.,2
Brandon Schwartz,c69a40d1-f183-4f0f-85f3-3ac630e91fda,Port Hannahport Gym,Google,2022-03-08,Can get crowded during peak hours. Some machines were broken during my visit.,2
Michelle Bryant,f9372d77-cef7-4fa3-abc8-aba564fd82b7,Patriciaburgh Gym,Google,2023-11-08,Parking is limited but manageable. Classes are fun and motivating. Locker rooms could be cleaner.,4
Dawn Collins,38118d78-d7e7-4613-92c7-f239fd0aaa4d,North David Gym,Google,2022-09-16,Staff are very friendly and helpful. Easy to book classes online. Good variety of machines and weights. Atmosphere is motivating and energetic.,5
Maria Gray,41542929-3ef5-4d70-8aa6-a235ebd1cc16,Port Melissaborough Gym,Google,2024-04-14,Can get crowded during peak hours. Great equipment and clean facilities.,3
Brian Lozano,2181d67f-d331-489f-80a5-8a5d015ea37b,Port Evan Gym,Google,2022-03-07,Locker rooms could be cleaner. Some machines were broken during my visit. Parking is limited but manageable. Good variety of machines and weights.,4
Samuel King,09928533-caa6-4b5d-9c92-da222576f3b0,Nathantown Gym,Google,2024-04-16,Can get crowded during peak hours. Parking is limited but manageable. Easy to book classes online.,2
Robert Hoffman,f2c566ea-b1de-4c8b-bae6-104226cb5e4a,East Matthewshire Gym,Google,2023-02-12,Classes are fun and motivating. Staff are very friendly and helpful. Great equipment and clean facilities.,3
Jessica Russell,251c184f-536c-4a26-80a8-8ee1597744f8,West Cody Gym,Google,2024-02-08,Great equipment and clean facilities. Classes are fun and motivating. Atmosphere is motivating and energetic.,4
Theodore Watkins,a03097a0-9d5b-4c41-9025-620d4a593c6e,Lindsaybury Gym,Google,2022-06-08,Staff are very friendly and helpful. Great equipment and clean facilities. Good variety of machines and weights. Can get crowded during peak hours.,1
Tanner Cline,305183db-4d02-45aa-bb41-d64e10386617,Lake Wendy Gym,Google,2023-01-01,Classes are fun and motivating. Some machines were broken during my visit. Easy to book classes online.,3
Mary Lewis,527a2e9c-b46d-4f6f-b1b6-1d94dabb6920,Melissamouth Gym,Google,2023-10-12,Atmosphere is motivating and energetic. Can get crowded during peak hours. Staff are very friendly and helpful. Easy to book classes online.,1
William Mclean,9dac3375-526f-45eb-84bc-91a0d0153847,South Jaredmouth Gym,Google,2022-04-21,Atmosphere is motivating and energetic. Parking is limited but manageable. Easy to book classes online.,2
James Ross,5566101d-1167-49f0-ada5-779e0efd2978,Michaelside Gym,Google,2023-05-27,Classes are fun and motivating. Can get crowded during peak hours. Some machines were broken during my visit.,2
Seth Cook,3805286f-8ab9-41ba-a840-c091919002fa,East Jessica Gym,Google,2022-09-06,Atmosphere is motivating and energetic. Can get crowded during peak hours. Classes are fun and motivating.,1
Daniel Frost,d1b69c27-afe3-4177-84f0-02c8f179b1de,South Kaitlyn Gym,Google,2023-03-03,Some machines were broken during my visit. Parking is limited but manageable. Easy to book classes online.,1
Ethan Clark,f6a3a72b-6956-4291-96aa-c7da09bdac5c,Jonesstad Gym,Google,2023-08-26,Locker rooms could be cleaner. Easy to book classes online. Classes are fun and motivating.,3
Jamie Nelson,a85c3fa1-c7e2-4882-9d06-51c1190337d9,Reyeshaven Gym,Google,2023-04-22,Some machines were broken during my visit. Staff are very friendly and helpful.,4
Melissa Dean,4bb1cfab-3b97-48f5-927c-d055104bdbc5,Patrickfort Gym,Google,2024-01-15,Classes are fun and motivating. Some machines were broken during my visit. Can get crowded during peak hours. Staff are very friendly and helpful.,3
Donna Briggs,6b458529-e109-4e74-a5f3-6d326276b779,New Patricia Gym,Google,2022-05-14,Parking is limited but manageable. Can get crowded during peak hours. Great equipment and clean facilities. Atmosphere is motivating and energetic.,3
Michelle Scott,742528d9-1703-4596-9168-9e7fa3f200ae,New Benjamin Gym,Google,2023-11-17,Can get crowded during peak hours. Staff are very friendly and helpful. Easy to book classes online.,1
Judith Lyons,ccbcc0d4-3aa4-4d28-8c5b-fa51cc68198e,Alexandertown Gym,Google,2023-08-10,Can get crowded during peak hours. Locker rooms could be cleaner.,4
Jordan Gates,6183220b-aa07-46e3-8d54-9bc7e887b06b,Kirkfort Gym,Google,2023-06-10,Some machines were broken during my visit. Easy to book classes online. Great equipment and clean facilities.,3
Allison Wright,8dab7249-dccd-4873-bdf3-e1b7325ad917,Sosahaven Gym,Google,2023-06-13,Atmosphere is motivating and energetic. Can get crowded during peak hours.,4
Corey Soto,a74a45f8-86d9-4847-8a1b-05f17fec919c,North Cheryl Gym,Google,2023-09-06,Some machines were broken during my visit. Locker rooms could be cleaner. Can get crowded during peak hours. Good variety of machines and weights.,2
Madeline Strickland,347a6557-35d1-4db3-8fd2-47fa80b1cd40,Smithview Gym,Google,2023-08-15,Good variety of machines and weights. Great equipment and clean facilities. Staff are very friendly and helpful.,1
Mrs. Dorothy Roberts,ac02470d-8d49-4fb9-a258-a99c772bb230,Wangtown Gym,Google,2023-06-10,Can get crowded during peak hours. Good variety of machines and weights. Great equipment and clean facilities.,2
Eileen Hernandez,f41bcf20-96bb-4b64-8c1e-b3bab3162927,Johnsonberg Gym,Google,2023-12-28,Good variety of machines and weights. Can get crowded during peak hours.,3
Tara Bright,acb16eca-faf9-4bdd-8bbc-6d62c912cf4f,South Danielstad Gym,Google,2023-10-24,Can get crowded during peak hours. Good variety of machines and weights. Staff are very friendly and helpful. Some machines were broken during my visit.,1
Andrea Foster,902b15ab-1c0e-4aa0-936d-8c0b9874b430,North Shannon Gym,Google,2023-07-14,Can get crowded during peak hours. Locker rooms could be cleaner. Parking is limited but manageable.,1
Alvin Roberson,b255a16e-defb-4a8f-8846-5b2af6634c9a,Nicoleside Gym,Google,2023-01-08,Some machines were broken during my visit. Staff are very friendly and helpful. Locker rooms could be cleaner. Good variety of machines and weights.,5
Daniel Harper,13d3ac34-696e-42ad-bf6a-bfa05df4a4f0,New Heatherview Gym,Google,2023-05-21,Atmosphere is motivating and energetic. Staff are very friendly and helpful. Classes are fun and motivating. Can get crowded during peak hours.,2
Julia Johnson,75ea52b0-6a28-4f13-96c7-5556b10a8d7c,South Aliciaville Gym,Google,2023-04-14,Staff are very friendly and helpful. Classes are fun and motivating.,2
Jason Dean,ec79112c-7708-443c-8cde-28113dbdbb02,Martinbury Gym,Google,2023-07-29,Atmosphere is motivating and energetic. Some machines were broken during my visit. Can get crowded during peak hours.,5
Evan Cole,20f961eb-8f6f-40ee-b7d4-bbe8d462126c,Port Davidborough Gym,Google,2022-04-23,Easy to book classes online. Locker rooms could be cleaner. Staff are very friendly and helpful. Atmosphere is motivating and energetic.,2
Jason Gilbert,6664ccfb-925b-42dc-a6ab-e95c8f010305,Port Janeview Gym,Google,2023-12-27,Great equipment and clean facilities. Good variety of machines and weights. Staff are very friendly and helpful. Locker rooms could be cleaner.,2
Christopher Erickson,ee38b291-334f-4eb4-a6a9-8532d52909f0,North Carol Gym,Google,2022-09-02,Good variety of machines and weights. Great equipment and clean facilities. Some machines were broken during my visit. Can get crowded during peak hours.,2
Colleen Bradley,88804449-41d6-4443-b0f8-106827935414,Yuhaven Gym,Google,2023-07-24,Atmosphere is motivating and energetic. Staff are very friendly and helpful. Locker rooms could be cleaner.,3
Emily Roberts,a5a5aec4-096e-4daa-a2ab-9072aced879d,Davidtown Gym,Google,2024-01-30,Can get crowded during peak hours. Great equipment and clean facilities. Easy to book classes online. Locker rooms could be cleaner.,2
Mitchell Matthews,7a9472da-6a69-4430-b0b4-ba3597aac2e4,North Anneborough Gym,Google,2022-09-06,Atmosphere is motivating and energetic. Good variety of machines and weights. Can get crowded during peak hours. Parking is limited but manageable.,2
Joseph Johnson,2dc4abee-b0f8-42a3-9025-d45b88be4243,South William Gym,Google,2023-11-10,Staff are very friendly and helpful. Classes are fun and motivating. Some machines were broken during my visit. Good variety of machines and weights.,1
Denise Thompson,46d11de5-70a1-479f-8178-91f0758dc345,Scottside Gym,Google,2022-07-24,Can get crowded during peak hours. Atmosphere is motivating and energetic.,3
Kenneth Lopez,e57f2061-1604-484f-bf19-7f5915d1bf27,Port Andrewville Gym,Google,2023-04-13,Atmosphere is motivating and energetic. Parking is limited but manageable. Locker rooms could be cleaner.,1
Brandy Parks,08e91ffa-0bb4-4eef-8452-1af0e14a853e,Lake Tarabury Gym,Google,2024-04-08,Easy to book classes online. Classes are fun and motivating. Good variety of machines and weights. Great equipment and clean facilities.,3
Andrea Vargas,382865c5-8f12-45e5-ba19-94849122e60e,Danielstad Gym,Google,2022-10-12,Parking is limited but manageable. Classes are fun and motivating.,2
Brian Cook,0b1abfc1-5179-4e10-9954-cdf75ca6cad9,West Robinview Gym,Google,2022-04-08,Staff are very friendly and helpful. Easy to book classes online. Locker rooms could be cleaner.,3
Warren Thompson,e2d8f417-f61a-4092-813b-fb44199b9492,North Spencer Gym,Google,2024-01-17,Classes are fun and motivating. Easy to book classes online. Atmosphere is motivating and energetic.,3
Brian Hall,b5ebe43b-5f14-44c1-acdb-1046aaf0177f,Andersonchester Gym,Google,2024-03-30,Can get crowded during peak hours. Staff are very friendly and helpful. Classes are fun and motivating. Locker rooms could be cleaner.,3
Leslie Madden,405a25bb-26f5-45aa-8511-61cedd673ba4,South Johnville Gym,Google,2023-06-13,Can get crowded during peak hours. Good variety of machines and weights. Locker rooms could be cleaner.,1
Ann Castro,39cc69d7-3d56-4a33-a9e0-30d75a24a086,Melissahaven Gym,Google,2022-05-26,Great equipment and clean facilities. Parking is limited but manageable.,5
Felicia Gibson,0cf260c9-9560-4afb-8fd7-5d14246b6e3e,Rayport Gym,Google,2022-05-24,Can get crowded during peak hours. Easy to book classes online. Good variety of machines and weights.,4
Christina Martin,4daf668a-39f4-420d-8da4-6ba5c1f221df,North Kevinhaven Gym,Google,2022-05-18,Staff are very friendly and helpful. Locker rooms could be cleaner. Can get crowded during peak hours. Atmosphere is motivating and energetic.,3
Stephen Baker,75af262e-9e82-431f-aaab-b453f4fefaa7,Laurenville Gym,Google,2022-04-02,Can get crowded during peak hours. Some machines were broken during my visit. Parking is limited but manageable. Easy to book classes online.,2
Andrew Hall,10b67079-e90f-4e20-9306-94c9fba2b741,Port Sarah Gym,Google,2024-03-06,Staff are very friendly and helpful. Parking is limited but manageable. Can get crowded during peak hours. Atmosphere is motivating and energetic.,3
Sean Hernandez,fd519889-627d-4431-b469-674421f0d04b,West Sarachester Gym,Google,2023-05-04,Locker rooms could be cleaner. Atmosphere is motivating and energetic. Classes are fun and motivating.,3
Ryan Davis,8dcebf1a-d066-4267-92f2-e66fc5932c6d,South Kristina Gym,Google,2022-09-28,Locker rooms could be cleaner. Good variety of machines and weights. Great equipment and clean facilities. Classes are fun and motivating.,2
Eric Ross,7050c27c-be0d-4bae-88f1-1350188475af,Robertotown Gym,Google,2022-06-16,Great equipment and clean facilities. Good variety of machines and weights. Can get crowded during peak hours.,4
Erin Gill,a6f12b04-2d44-4e85-8fdd-fbef279e44a9,Mullinsbury Gym,Google,2024-01-25,Staff are very friendly and helpful. Parking is limited but manageable. Good variety of machines and weights. Can get crowded during peak hours.,2
Erika Hall,74e386f9-6484-4c80-91e0-79d167201120,Grahamton Gym,Google,2022-09-29,Easy to book classes online. Parking is limited but manageable. Classes are fun and motivating.,3
Anthony Sutton,de75ce28-bf8f-4ffb-9fa0-5d9b9c63faf4,New Justinmouth Gym,Google,2022-12-10,Staff are very friendly and helpful. Easy to book classes online. Atmosphere is motivating and energetic. Parking is limited but manageable.,1
